,index,id,title,comment,uid,timestamp,tourokubi,furigana,editingday,registration,system_title,system_group,netabare,number_of_user,before,before_trial
159,159,367,バイオレンス・スプラッター,バイオレンス・スプラッター描写のあるゲームを登録願います。 シーン数や、イベント絵の有無、メインテーマの重要性等は問いません。 １シーンでもゲームとして印象に残る作品が対象です。,wizardsbrain,2004-09-29 23:04:23.566364+09,2004-09-29 23:04:23.566364+09,バイオレンス,2004-10-19 18:27:40.381961+09,t,バイオレンス・スプラッター,ジャンル,f,2003,t,f
160,160,369,女装もの（女装ネタ）,ゲーム内に女装ネタが存在するゲーム。 ランクの考え方としては下記の通りです。 A：女装ネタが有り、そのイベント等のシチュエーションがすごく楽しく面白い。 B：女装ネタが有り、それなりに面白く出来ている。 C：女装ネタは有るが、有るだけという程度。,kirishima,2004-10-09 16:52:48.353391+09,2004-10-09 16:52:48.353391+09,ジョソウモノ,2004-11-01 17:58:18.575998+09,t,女装,キャラクター,t,3229,t,f
161,161,377,イメチェンするヒロイン,髪型、時間経過による成長、男装、眼鏡等の様々な要因によりヒロインの外見が変化する作品の登録をお願いします。（あくまで外見のみ、ツンデレ等の内面の変化はご遠慮下さい） (プロローグから・エピローグにても含みます) ＡＢＣ基準は一応、初回登場時とのギャップの大きさや、その印象度にて。 またＰＯＶの性質上、ネタバレの可能性がありますので、ご注意下さい。,toudou,2004-11-21 11:59:31.607924+09,2004-11-21 11:59:31.607924+09,イメチェンスルヒロイン,2004-11-23 09:22:57.162491+09,t,イメチェン,女の子キャラクター,t,1535,f,f
162,162,379,主人公はモテモテ！,主人公が一般的水準のエロゲより明らかにモテモテだと思う作品を登録して下さい 最低条件は主人公に好意を持っているヒロインが同時に複数存在する事です 告白されて(して)いなくても構いませんが、好きである事が見え見えのレベルのみが対象になります 従って密かに想われている程度では不可、逆にそれ以上の関係(恋人関係等)にある場合は当然ＯＫです Ａ～Ｃは以下の基準に従って最も近いものを登録して下さい Ａ…ヒロインが主人公に惹かれる過程が描かれていて、少なくともある程度は理解出来る Ｂ…初期設定で既にモテモテ、あるいはそれに近い状態にあるが納得出来る理由は説明されている Ｃ…何故モテるのか全く説明されていない・理解出来ない等で上記に当てはまらない,lia,2004-11-28 01:27:20.238535+09,2004-11-28 01:27:20.238535+09,シュジンコウハモテモテ,2004-12-26 15:31:36.654013+09,t,モテモテ・ハーレム,主人公,f,6548,t,f
163,163,399,足フェチ（脚）,同好の士しか食指が動かないＰＯＶだと思いますので説明は省きます、ＡＢ判定は足を使ったプレイの印象度で、足コキは勿論のこと、舐める、嗅ぐ、踏まれる等濃いシチュも大歓迎です。 Ｃには直接的では無いものの熱い要素がある物を登録してください、単純にキャラのスタイル（脚）が良いから、行為中等に絡められる脚の些細な動作等に燃える、ルーソが熱い、ニーソが熱い、パンストが、いやいやガーター付きが･･･等視点は自由に判断してください。,twilight,2005-01-14 23:29:25.504282+09,2005-01-14 23:29:25.504282+09,アシフェチ,2005-03-05 23:24:34.364776+09,t,足フェチ,エロシーン,f,1547,t,f
164,164,402,魅力的な従姉妹！,主人公にとって他人でもなければ家族でもない。主人公との距離が近いような遠いような、そんな微妙な関係の従姉妹が登場するゲームの登録をお願いします。 A～Cは従姉妹キャラの魅力度でお願いします。,basshi,2005-01-22 17:03:36.818634+09,2005-01-22 17:03:36.818634+09,ミリョクテキナイトコ,2005-02-23 01:19:34.680984+09,t,従姉妹,女の子キャラクター,f,830,t,f
165,165,412,ヒロインと一緒の生活が楽しい,「主人公が居候する事になって～～」や「女の子が押し掛けて来て～～」等に代表される「ある日突然女の子との生活が始まって」的シチュがある作品の登録をお願い致します。 　本ＰＯＶでは、ヒロインとの日常的な生活（性活？）描写を楽しめるかどうかが最重要ポイントになります。 　なのでゲーム開始前から既に相手(特に肉親関係)と同居・同棲していて新鮮味が無い作品や、ワンシーン・エンディングのみの描写しかないもの、及び監禁・調教のような明らかにカラーが異なる作品の登録はご遠慮頂けると有難いです。,daitetu,2005-01-31 14:24:14.066539+09,2005-01-31 14:24:14.066539+09,ヒロイントイッショノセイカツガタノシイ,2006-10-01 12:49:09.328553+09,t,ヒロインと一緒の生活,シチュエーション,f,5168,t,f
166,166,415,無表情な女性キャラが登場するゲーム,表情が乏しい女性キャラ（寡黙な人形風キャラ、冷淡な支配者キャラなど）が出てくるゲーム。 「終始変化しない氷の横顔キャラは痺れる！」や「無表情な外見と過激な性格のギャップに萌え！」などの目安として。コメント欄にはキャラ名と萌えポイントなどをどうぞ。,Singles_cafe,2005-02-08 01:30:57.060144+09,2005-02-08 01:30:57.060144+09,ムヒョウジョウナキャラガイルゲーム,2005-02-19 14:06:11.276536+09,t,無表情,女の子キャラクター,f,1822,t,f
167,167,416,ヒロインの一人称が「僕」「ぼく」「ボク」,自分のことを「僕」「ぼく」「ボク」と言う女の子がヒロイン（メイン・サブにはこだわりません）のゲーム。 ＡＢＣはキャラの魅力や 僕っぷり、コメントでは該当ヒロインの名前や魅力、性格、容姿、その他萌えポイント等を熱く語って下さい。 Ａ：ブラボー！ Ｂ：まぁまぁ好みかな。 Ｃ：うん、普通に僕っ娘だね。 を目安によろしくお願いします。,Singles_cafe,2005-02-08 15:45:10.380455+09,2005-02-08 15:45:10.380455+09,ヒロインノニンショウガボクノオンナノコ,2005-02-14 12:35:29.494348+09,t,ボクっ娘,女の子キャラクター,f,1877,t,f
168,168,420,オールクリアに価値あり,マルチシナリオ形式の作品において全て(あるいは特定)のルートを見た事によって それまでには知り得なかった作品の根幹・背景を理解出来る様になり それによって作品全体に対する見解・評価が完全に変わってしまう様な作品を挙げて下さい 隠蔽機能対象ですがネタバレは極力控える方向性で Ａ～Ｃはどの程度そう思ったのかでお願いします,lia,2005-02-18 01:52:55.305481+09,2005-02-18 01:52:55.305481+09,オールクリアニカチアリ,2005-02-26 23:26:54.039296+09,t,要オールクリア,条件,t,8851,f,f
169,169,424,魔女っ娘･魔法少女,「目立っちゃいけないはずなのに、纏うは可憐な（ちょっと恥ずかしい）コスチューム」そんな愛でずには居られない魔女っ娘が活躍するゲームを登録してください。 舞台が地球では無く、魔法の国での魔女っ娘を描いた作品も大歓迎ですし、普通の生活を送っていたけれどいきなりデビューという所謂魔法少女なノリもＯＫです。 ※便宜上魔法の国としていますが、魔界でも異世界でも限りなく地球に似た星でも表現は何でもかまいません。,twilight,2005-03-05 23:22:30.241533+09,2005-03-05 23:22:30.241533+09,マジョッコマホウショウジョ,2005-05-05 00:15:18.26207+09,t,魔法少女,女の子キャラクター,f,1804,t,f
170,170,426,「部活動」が印象的な作品,ゲーム内に登場する部活動が印象的な作品を登録して下さい。対象は、部活動を代表とし、倶楽部、サークルなど、活動場所は問わず、学生が一団となって活動したイベントなどでも構いません。 Ａ～Ｃはその部活動の印象に残った度合いで評価をして下さい。,ap2,2005-03-07 20:39:18.018512+09,2005-03-07 20:39:18.018512+09,ブカツドウガインショウテキナサクヒン,2005-03-16 18:55:39.75873+09,t,部活動,背景,f,3170,t,f
171,171,441,痴漢プレイ・痴漢行為のあるゲーム,電車やバスの中等での痴漢行為があるゲームを登録してください。疑似・リアルは不問です。 全編痴漢だと嬉しいですが、凌辱、調教などのHシーンの中に痴漢プレイが含まれているというタイプの物も登録お願いします。 A～Cは痴漢シーンの多さや濃さを含めたお薦め度でお願いします。,RAZE,2005-05-12 23:39:09.102402+09,2005-05-12 23:39:09.102402+09,チカンプレイチカンコウイノアルゲーム,2005-07-12 08:24:24.713125+09,t,痴漢,エロシーン,f,794,t,f
172,172,459,バカソングのあるゲーム,あなたが「これは電波ソングだ！」と感じた面白い歌のあるゲームを登録してください。 卑語飛び交いまくりのエロソング、これは元々こういう曲なのか？な音痴ソングなどなど Ａ～Ｃのランクは曲の電波度にてお願いします。,pistonboy,2005-07-09 17:18:26.278649+09,2005-07-09 17:18:26.278649+09,バカソングノアルゲーム,2005-07-14 19:14:19.230576+09,t,バカソング,音,f,833,t,f
173,173,465,女教師,女教師【女教職員限定です】が登場する作品を登録してください。 （女教師メインの作品はもちろん、ヒロインの一人として登場する場合もＯＫです。）  ＡＢＣは「女教師」という職業がシナリオに生きてるかどうかの出来の良さで登録お願いします。,argon,2005-08-01 16:09:41.124876+09,2005-08-01 16:09:41.124876+09,オンナキョウシ,2005-10-24 23:15:55.437502+09,t,女教師,女の子キャラクター,f,2055,t,f
174,174,468,キャラが集う印象的な場所,キャラクター達が集う場所があり、それが皆にとっての特別な場所、一番の思い入れのある場所だった作品を登録してください。 感想はなるべくネタバレのないように評価し、Ａ～Ｃはその場所が、どれだけその作品の中で印象に残ったかでお願いします。,sukuran,2005-08-18 23:40:03.559328+09,2005-08-18 23:40:03.559328+09,キャラガツドウインショウテキナバショ,2005-08-27 07:10:06.514262+09,t,印象的な場所,背景,t,2396,f,f
175,175,470,露出・羞恥プレイのあるゲーム,露出・羞恥プレイのあるゲームを登録して下さい。陵辱・調教モノでは結構な数になるのではないかと思います。ですが、これをメインに置くゲームは少ないと思いますので、単一のプレイであっても勿論構いません。ABCは度合いでお願いします。判断基準として、描写の濃さ、ヒロインの反応、ギャラリーの有無等々があります。,ESP,2005-08-22 17:39:44.9762+09,2005-08-22 17:39:44.9762+09,ロシュツシュウチプレイノアルゲーム,2005-08-22 17:39:44.9762+09,t,露出・羞恥プレイ,エロシーン,f,1773,t,f
176,176,476,友情発恋愛行き,お互い親しい同性と接しているような間柄に慣れきっていて、そしてその関係が永遠に続くと思っていた（思い込んでいた）のに、いつの間にか愛情が芽生えて・・・ そんなシナリオが楽しめるゲームを教えて下さい。 Ａ～Ｃの基準は、そのシナリオがどれだけプレイヤーの情感を震わせたかで考えていただき、且つコメントでヒロインへの熱情を語っていただけると幸いです。,toto712,2005-08-30 19:14:26.264061+09,2005-08-30 19:14:26.264061+09,ユウジョウハツレンアイイキ,2005-08-31 20:26:57.366913+09,t,友情発恋愛行き,シチュエーション,f,1977,f,f
177,177,486,ショタ、少年系キャラ,「男」ではなく「男の子」、「格好良い」というより「可愛い」、そんな表現が似合う、いわゆる「ショタ」系キャラが登場する作品の登録をお願い致します。 　ＡＢＣの分類はそのキャラのショタ度や、作品内での存在感等でお決め下さい。 　ショタ度の判断につきましては基本的にお任せ致しますが、例としましては ・見た目(童顔、低身長) ・言動(一人称が僕、女声) ・その他特性(実質小中学生、童貞、主人公かどうか、Hシーンの多少) 辺りが基準になるかもしれません。,daitetu,2005-10-03 05:30:06.229945+09,2005-10-03 05:30:06.229945+09,ショタショウネンケイキャラ,2005-10-28 10:15:48.590597+09,t,ショタ,キャラクター,f,1769,t,f
178,178,493,熟読･考察の価値あるシナリオ（ネタバレ注意+補足説明参照）,単純にシナリオが良い、とまでは言えないが読み深めることで評価が変わりそうなものや、そういったものを回避したい、シナリオは直球であって欲しいといった人へはお薦めできないものへのPOVです。 シナリオの中に暗喩的にテーマや答えが内在していたりするために、余り考えずに流し読みするだけでは駄作などとして評価されてしまう危険性の高いもの、若しくは何度も読み深めることで更にその評価を高められるようなものに対しての登録をお願いします。 また、未完などと呼ばれるものの中には明確にはその結末を示さないこと、それ自体が意図して行われたことであり、プレイヤー側に想像させ得る材料などは十分に揃っている場合も多く見られると思われるので、そういったものも登録して頂いて結構です。 ABCはその度合いについて主観で判断してください。,karen.re,2005-10-28 02:59:18.511158+09,2005-10-28 02:59:18.511158+09,ジュクドクコウサツノカチアルシナリオ,2009-02-08 14:11:44.226144+09,t,考察系,シナリオ,t,4372,f,f
179,179,501,システム・仕様が不満（コメント推奨）,バグという訳じゃないんだけどシステム・仕様に不満を感じるゲームを登録してください。 同時期発売のゲームには付いてる機能がなかったり、メディア・セーブデータの扱いが面倒だったりするゲーム用です。 単純にセーブデータ枠数が少ないとか声がないとかでもかまいません。 コメント推奨。 不満度をＡＢＣで。,ap2,2009-03-02 08:31:34.762414+09,2009-03-02 08:31:34.762414+09,システムシヨウガフマン,2009-03-02 08:31:34.762414+09,t,システムに不満,ネガティブ,f,1511,f,f
180,180,502,CGが雑、乱れがある（コメント必読）,■デッサン及びパースの取り方に不自然なCGがある。 ・顔と体の位置がおかしく、バランスが狂っている。 ・関節の動きがおかしく、実際には起こりえない位置に四肢が描かれている。 ・パース（遠近法）の取り方がおかしく、アングルによって、キャラクターの体の造形が崩れている。 ■パッケージやオフィシャルホームページに掲載されているCGと、製品版でのCGの差が激しい。 ■立ち絵と1枚絵の差で、同一人物にもかかわらず、かなり違った人に見えてしまう。統一性に欠ける。 ■塗りに雑さが見られる。原画師の絵柄とマッチしていない。 ■背景絵に雑さが見られる。SF（非現実）世界、現実世界に近いなどという場面を問わず、雑である。投影がおかしく歪である。 等々このような状態が存在する作品であれば、付けてください。 ABC基準は不満度やその乱れの度合いによって付けてください。,ap2,2009-03-22 11:35:17.841506+09,2009-03-22 11:35:17.841506+09,シージーガザツ,2009-03-22 11:35:17.841506+09,f,CG雑,ネガティブ,f,768,f,f
181,181,503,控え目・おとなしいヒロインがいるゲーム,控え目だったり、おとなしかったりするヒロインが登場するゲームを登録してください。 好きな人の前では赤面して俯いてしまったり、何も言えなくなったり、どもったりしてしまうヒロインって思わず応援してあげたくなりますよね。 コメント欄には、そんなヒロイン名を記入して下されば参考になります。,ap2,2009-05-23 13:14:49.057367+09,2009-05-23 13:14:49.057367+09,ヒカエメオトナシイヒロインガイルゲーム,2009-05-23 13:14:49.057367+09,f,控えめ,女の子キャラクター,f,1301,t,f
182,182,504,スリリングな展開のあるストーリー,甘々な萌ゲーもいいけれど、サスペンスストーリーの緊張感は忘れられない印象がありますよね。 サスペンスといってもミステリーだけでなく、ＳＦ・ファンタジー・ホラー・サイコなど、ジャンルは問いません。 とにかく読み進めるのに緊張感がある物語で、選択肢でハラハラさせられたり、クリックを押すのにもドキドキする、そんなスリリングな展開が繰り広げられる作品を登録してください。,ap2,2009-06-20 22:17:19.342945+09,2009-06-20 22:17:19.342945+09,スリリングナテンカイノアルストーリー,2009-06-20 22:17:19.342945+09,f,スリリング,傾向,f,1565,t,f
183,183,505,精神を病んでるヒロインが魅力的,精神的に「病んでいる」ヒロインの異常な言動が魅力的なゲームを登録してください。 主人公に異常に執着するいわゆるヤンデレに限らず、重度のトラウマ持ちや精神崩壊なども含みます。 体が病弱なだけ、腹黒なだけ、依存が強いだけなどは対象外です。 病みかたの「魅力」の大小によってABCをつけてください。,ap2,2009-07-26 12:33:18.996989+09,2009-07-26 12:33:18.996989+09,セイシンヲヤンデイルヒロインガミリョクテキ,2009-07-26 12:33:18.996989+09,f,ヤンデレ・精神崩壊,女の子キャラクター,t,1038,t,f
184,184,506,歌うヒロインが魅力的,歌うヒロインが魅力的なゲームを登録してください。 歌手として華々しく活躍するヒロインだけでなく ヘンテコな即興歌を歌って楽しませてくれるヒロイン、 ストリートライブやカラオケ、演劇舞台etcで頑張って歌うヒロインまで含みます。 歌によってキャラが立っている、歌うシーンのあるヒロインが対象です。,ap2,2009-09-13 12:37:10.615967+09,2009-09-13 12:37:10.615967+09,ウタウヒロインガミリョクテキ,2009-09-13 12:37:10.615967+09,f,歌うヒロイン,女の子キャラクター,f,1068,t,f
185,185,507,病弱・身障者ヒロイン,一人病院で静かに入院しているヒロイン、身体的にハンデを抱えたヒロインなど 儚げさ、健気さなどピュアな印象が強い病弱・身障者のヒロインが登場する作品の登録をお願いします。 心を病んでいる場合は【精神を病んでるヒロインが魅力的】への登録をお願いします。 それとネタバレ回避のために、オフィシャルサイトでそのヒロインの病弱設定が公表されていない場合は名前を伏せるよう心がけてください。,ap2,2009-10-18 21:57:03.192668+09,2009-10-18 21:57:03.192668+09,ビョウジャクシンショウシャヒロイン,2009-10-18 21:57:03.192668+09,f,病弱,女の子キャラクター,f,966,t,f
186,186,508,大きな不幸を背負った助けたくなるヒロイン,不幸な境遇に負けず懸命に生きている、 苦労が報われてない感じがする、諦めて逃げちゃってもいいのにと思える、 そんな思わず手を差し伸べたくなるような、不幸なヒロインを登録してください。 ABCは「支えてあげたい／守ってあげたい」と思った度合いでお願いします。,ap2,2009-10-25 13:38:24.850094+09,2009-10-25 13:38:24.850094+09,オオキナフコウ,2009-10-25 13:38:24.850094+09,f,不幸,女の子キャラクター,f,1927,t,f
187,187,509,体を売るヒロイン,娼婦、遊女、援交娘、悪人に売られたかわいそうな娘、財産目当ての悪女など、経済的利益を目的としてHをする・させられるヒロインを登録してください。 キャバ嬢、ホステス、芸者などお水系のヒロインや既に引退している元職でも構いません。 ABCは、ヒロインのお気に入り度でつけてください。 ヒロインを紹介する具体的コメントは大歓迎です。 例：店の業種、ヒロインの性格、職業意識など。,ap2,2009-11-08 19:17:39.358426+09,2009-11-08 19:17:39.358426+09,カラダヲウルヒロイン,2009-11-08 19:17:39.358426+09,f,体を売る,女の子キャラクター,f,728,t,f
188,188,510,姉御肌なヒロイン,面倒見がよく、周囲を引っ張っていく、気っ風の良いヒロインを登録して下さい。 登録するヒロインは、主人公より年上でも年下でもかまいません。 ABCの基準は、ヒロインの姉御っぷりに、惚れ込んだ度合いでお願いします。,ap2,2009-11-23 10:00:04.793729+09,2009-11-23 10:00:04.793729+09,アネゴハダナヒロイン,2009-11-23 10:00:04.793729+09,f,姉御肌,女の子キャラクター,f,1405,t,f
189,189,511,主従の絆が魅力的,登場人物たちにおいて主従の絆が感じられるゲームを登録してください。 ABCのランク付けは、主と従の心のつながり（絆）の魅力の度合いでお願いします。,ap2,2009-12-20 21:14:03.721406+09,2009-12-20 21:14:03.721406+09,ジュジュウノキズナガミリョクテキ,2009-12-20 21:14:03.721406+09,f,主従,キャラクター,f,1717,f,f
190,190,512,この歌・この曲が熱い！,『ボーカルの有無は問いません！』 骨太なバンドサウンドによるロックやパンク、ギュンギュン系のメタル、 心も体も動き出すハードコアテクノ、逝っちゃいそうなトランスなどなど…『ジャンルは問いません！』 熱ければ、演歌だってかまいませんよ！ とにかく、『これは熱いッ！』と思わせる、ゲームミュージックを登録してください。,ap2,2010-01-11 20:58:15.432439+09,2010-01-11 20:58:15.432439+09,コノウタコノキョクガアツイ,2010-01-11 20:58:15.432439+09,f,熱い歌/曲,音,f,1487,t,f
191,191,513,ノスタルジックな、この歌・この曲,『ボーカルの有無は問いません』 自然を表現した曲に望郷心をくすぐられるニューエイジ、 異国の音楽でありながら郷愁を覚える民族音楽、 夕陽が似合う哀愁を帯びたアコースティックギターサウンド、 クラシックなら物憂げで優しいピアノ曲などなど…『ジャンルは問いません』 あなたが、『郷愁／ノスタルジー』を感じるゲームミュージックを登録してください。,ap2,2010-01-17 20:48:49.494107+09,2010-01-17 20:48:49.494107+09,ノスタルジックナコノウタコノキョク,2010-01-17 20:48:49.494107+09,f,ノスタルジック,音,f,700,t,f
192,192,514,事後（えっち後）の描写がいい！（ABC表記に注意！）,Ｈシーン後に全裸のままシーツに包まった優しげな眼差しのヒロインっていいですよね。 基本の「Ｈシーン後にくつろぐ二人の語らい（ピロートーク）」に限りません。 「傍らで眠るヒロインの髪を梳きながら意味深な台詞をつぶやく主人公(逆でも可)」等、 描写が印象的で深い愛情を感じさせるシーンのあるゲームを登録してください。 Ａ:専用CGがありシーンも優秀 Ｂ:専用CGがある Ｃ:CGはないがシーンとして印象的,ap2,2010-02-01 00:12:21.160851+09,2010-02-01 00:12:21.160851+09,ジゴノビョウシャガイイ,2010-02-01 00:12:21.160851+09,f,えっち後がいい,シチュエーション,f,837,f,f
193,193,515,男装するヒロイン,ゲーム内に男装したヒロインが出てくるゲームを登録してください。 女性であることを隠す本格的男装から演劇イベントでの男装などまで含みます。 男装ヒロインの魅力や男装によるインパクトを評価してください。,ap2,2010-02-08 22:48:44.198463+09,2010-02-08 22:48:44.198463+09,ダンソウスルヒロイン,2010-02-08 22:48:44.198463+09,f,男装,女の子キャラクター,t,661,t,f
